Duration (in seconds),RecordedDate,ResponseId,App-Func,Product-Pers,Adv-Marketing,Analytics,Att-Enact,Att-Enact-Explain,Changes-Explain,State,Law-Awareness,Age,Gender,Gender_5_TEXT,Ethnicity,Race,Race_6_TEXT,Education,Education_4_TEXT,PROLIFIC_PID,STUDY_ID,SESSION_ID,Condition,Law,AppCategory,AppName
1135,4/18/25 9:38,R_58YznwI5FOcqgZr,"1,2,9,10,16,20,21,24","1,3,4,6,7,9,10,15,18,23","1,3,4,6,9,15,18,24","1,16,20,21",1,This regulation protects consumer privacy by ensuring that only essential data is collected for clearly defined purposes. It builds trust between users and companies and helps prevent misuse or over-collection of sensitive information. Consumers should have confidence that their data is being handled responsibly and not shared unnecessarily.,"Audit current data practices – Identify what data is being collected and whether it aligns with the app’s stated purposes.

Limit data collection – Stop collecting data that is not directly necessary for functions like delivery, marketing, or analytics.

Update privacy policies – Clearly explain why each data type is collected and how it is used, in consumer-friendly language.

Strengthen consent mechanisms – Give users more control over what data they share.

Implement data retention limits – Only keep personal data for as long as it’s needed for the stated purpose.",California,"5,6,7,44,46",5,1,,2,1,,3,,67ddc3aa14d6159a27502d15,67fecb3ede31a76593440504,68027b788f725bf80ea22488,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
368,4/18/25 9:38,R_1HZm0ylrVVS87gk,"1,2,3,4,6,13,15,16,17,18,19,20,21,22,23","1,2,3,4,6,9,12,13,14,15,16,17,18,19,20,21,22,23","1,2,3,4,6,9,10,12,13,15,16,17,18,19,20,21,22,23","1,2,20,21,22,23",2,"I feel that protection of the public is essential. However, some regulations depend upon the type of app and the specific functions of that app. ","I feel that app developers must safeguard data as effectively as possible. To protect public safety, safeguards must be implemented and some data simply must be collected. However, an app developer must make sure top line security methods are adopted. ",Louisiana,5,3,2,,2,1,,1,,66d69d42515fac1f2273d10e,67fecb3ede31a76593440504,68027e8c850aabb998f23469,Procedural,to a purpose they disclose to the consumer.,game,Roblox
577,4/18/25 9:38,R_1hALTAsSejoopJq,"5,6,8,9","1,4,5,6,8,9,11,22,24","15,17,18,20,22","1,3,6,8",2,IT IS VERY IMPORTANT,,WASHINGTON,47,4,2,,2,2,,2,,67efc626e4171bcbef1f5784,67fecb3ede31a76593440504,68027db3065eaa9b1567c674,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
1004,4/18/25 9:38,R_6M6unNZerLOKZpt,"1,2,3,4,6,18,22,23","1,2,3,4,6,10,13,14,15,17,18,19,20,21,23","1,2,7,12,13,20","1,2,7,12,13,21",1,"My previous responses consistently aimed to identify the data types that are reasonably necessary and proportionate for specific, disclosed purposes (product personalization, app functionality and advertising). This approach directly reflects the core principle of the data minimization regulation. ","App developers will need to:
Limit data collection to only what is strictly necessary for each disclosed purpose.
Clearly define and disclose the specific purposes of data collection.
Regularly audit their data collection practices to ensure necessity.",NEW YORK,"5,6,9,23,46",1,1,,2,1,,2,,67ef3211d6980edfad3bdcf1,67fecb3ede31a76593440504,68027c26e3814c9bd7f26e09,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
369,4/18/25 9:39,R_5PAyLojKr13TOTX,"1,2,3,4,19","1,3,4,5,19,24","1,4,6,7,10","3,4,15,17,19",2,"I agree with the data minimization regulation because it helps protect user privacy and ensures that companies are only collecting data that truly serves a clear and expected purpose. In a time where personal data is often over-collected and misused, this kind of regulation builds trust between consumers and businesses by setting clear boundaries. It’s a step toward more ethical data practices without necessarily hindering functionality.","App developers may need to audit what data they collect, update privacy policies, limit permissions, redesign features that over-track, and improve access controls. These steps ensure compliance and build user trust.",Pennsylvania,"1,5,19,24,31,32,34,46",5,1,,2,1,,1,,6759f1abce6d8511c99ca95f,67fecb3ede31a76593440504,68027d8a4a53ee08a313c892,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
810,4/18/25 9:39,R_7smFZzgYNOibF9d,"1,2,4,13,20,21,23","2,7,12,13,20,21,23","7,13,20,21,23,26","2,13,20,22,23",1,data minimization would reduce data sharing to a large extent,app developers would only have to reduce data retention and regularly review data collection practices,florida,"5,30",1,1,,2,1,,1,,67f0fcd3cc783cdf7a1e45ab,67fecb3ede31a76593440504,68027b092b04f4094c0db904,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
547,4/18/25 9:39,R_3EKEndFTzhJWOrv,20,"1,21","1,21","20,23",3,"I don't know how it will affect the User's experience...if a User wants to share less, will their use of the app suffer? ","Probably more than they would like, I would assume they would want to use the same model as other video platforms.",Minnesota,,5,1,,2,6,Indigenous American,6,,63c5c3192e709e19fc67d5dd,67fecb3ede31a76593440504,68027cfbba3f3c25352703ee,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
927,4/18/25 9:40,R_15bSvAbEOrUUyWt,"8,17,20,22,23","3,4,5,8,12,24,26,25","1,3,4,5,8,12,13,14,21","1,2,8,14,17,20,22,23",2,It's necessary,be transparent,Massachusetts,"1,3,5,7,9,11,13,15,17,19,20,21,23,25,28,30,32,35,37,39,42,43,45,47,48,50",4,1,,2,4,,5,,6266e63b82fa38e800e33a24,67fecb3ede31a76593440504,68027cb33511e65c69155f3a,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
501,4/18/25 9:40,R_6ojpYzA9CqTLh2p,"3,4,5,6,10,12,19","2,12,13,14,15,24,26","18,20,22,23","12,13,14,20",5,Some information is necessary but there needs to be limits placed in order to prevent personal information from being sold or stolen.,Stop sharing/selling clients personal data.,Tennessee,5,4,1,,2,1,,2,,6537deb965cbfe64469ac68f,67fecb3ede31a76593440504,68027e70d90d5f90b260ce68,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
1092,4/18/25 9:40,R_7sokC26pOXhiFGy,"1,2,8,12,13,17,20,21,22,23","3,5,12,13,20,21","3,5,12,13,17,20,21","13,18,20,21,22,23",1,"It's simple, companies are collecting far too much information about us, our habits, who we talk to etc. It's creepy and they aren't paying for this data. As far as I'm concerned their getting ""free"" data by doing things are essentially unethical. A lot of these companies don't just use the data for their own uses, they even sell it to other companies which is even worse. It'd be different if these companies weren't constantly price gouging you and using ""inflation"" as an excuse but they want to have their cake and eat it too. We need to stop them, end of story.","They'd likely need to be more transparent regarding how user data is used, stored and distributed. They may not be able to ""sell"" this data to other companies as easily. Some functionality might need to be removed for changed.",Wisconsin,,3,1,,2,1,,2,,5ffe235ea848b74a3b3ccd07,67fecb3ede31a76593440504,68027c2787e506bbaad039b5,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
1576,4/18/25 9:40,R_5d4S6alKeRM6aA1,"2,18,20,22,23","8,12,13,14,17,20,21,25","12,13,14,20,21","10,12,18,20,21,22,23",2,"Data minimization helps protect consumer privacy by ensuring companies only collect data that's directly relevant to the services being offered. In an age where excessive data collection is common, this regulation sets clear boundaries that promote transparency and reduce unnecessary risk to users","Developers will need to carefully review what personal data they collect, why they collect it, and whether it’s truly necessary for the service.",Arkansas,"4,5,6,7,44,46",2,1,,2,1,,1,,67edde29d15035e0a6956b36,67fecb3ede31a76593440504,68027a3f75c3613b44584c2c,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
1269,4/18/25 9:40,R_7woRXyOAg7eAhYR,"1,2,3,4,6,9,10,15,16,17,18,25","1,2,13,15,16,17,20","1,2,7,13,20,21","1,2,13,23",1,"My previous responses consistently aimed to identify the minimum data necessary for each specific, disclosed purpose (analytics, app functionality, advertising/marketing, and product personalization). I believe this approach aligns with the core principles of data minimization, which prioritizes user privacy and reduces the potential risks associated with the collection and storage of excessive personal data. Enacting such a regulation would likely lead to greater transparency and control for users over their data.","Clearly define and limit data collection to specific, disclosed purposes.
Collect only the minimum necessary data for each purpose.
Be transparent with users about what data is collected and why.",Texas,"2,3,5,18,30,31,32,33,43",2,2,,2,1,,2,,66a94c224273fab59f0b2c71,67fecb3ede31a76593440504,68027a56b2d66f543f1a8e67,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
416,4/18/25 9:41,R_31VxUWnTNeyblqF,"1,3,22","1,3","1,3","1,3",2,We do not need to be tracked on what we do,Keep the information to a minimum. ,FLorida,,5,1,,2,1,,1,,598cc899e339120001fb88c6,67fecb3ede31a76593440504,68027ee1011352ca17ee4b29,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
369,4/18/25 9:41,R_39o92r88ODenbcS,"1,2,10,18,22,23",12,,"20,21,22,23",1,Companies are abusing the collection of private information,"Not sure, but I don't believe will be hard to do. it's easy, they just don't want to do it",Texas,,4,2,,1,1,,2,,669bc59f4198ea65c9d8ef59,67fecb3ede31a76593440504,68027f2862a416094ea9c40b,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
304,4/18/25 9:41,R_52kV1kWjvWkQCXB,23,"2,3,4,23","2,3,4,12,13","2,3,4,22,23",4,People have a right not to use an app. Data minimization regulations are a slippery slope to controlling the free market.,Limit permissions on data ,Michigan,5,1,1,,2,1,,3,,6787a08f833432d68ed30764,67fecb3ede31a76593440504,68027f70b09d89a101e3ae84,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
601,4/18/25 9:41,R_1qOkACaSNukbgYc,"1,2,3,4,6,7,8,10,18,20,22,23","1,2,12,13,20,21","1,2,7,12,13,20,21","1,2,13,20,22,23",1,"I strongly agree because the regulation helps protect users' personal information by ensuring that companies only collect data that is truly needed for the app to function or deliver value. It creates a more transparent and respectful relationship between users and app developers. This can build trust, reduce privacy risks, and limit potential misuse of sensitive information.","Audit existing data collection practices to remove any unnecessary or excessive data gathering.

Clearly define the purpose for each type of data collected and align it with user expectations.

Limit third-party data sharing to what is strictly required for functionality or explicitly consented to by users.

Enhance privacy notices to be more transparent and user-friendly.

Implement technical safeguards to ensure that only essential data is stored and processed.",Ohio,"5,6,7,8,14,15,17,23,27,29",1,1,,2,1,,2,,66ba1b5273949100f8de1c0e,67fecb3ede31a76593440504,68027c52a43e6b3aa2b987b3,California,to a purpose that consumers would reasonably expect.,finance,Venmo
1256,4/18/25 9:41,R_5r1C9sYcnKWGUKW,"1,3,10,12,18","1,3,4,5,14,22","1,2,3,21","1,3,18",1,This is because data minimization protects user privacy by ensuring that companies only collect the data strictly necessary to deliver or maintain a service. This regulation empowers consumers to use digital services without feeling surveilled or exploited.,The need to audit what personal data their apps collect and ensure that only necessary data is gathered,Nebraska,"2,5,9,50",2,1,,2,1,,1,,676dcbd74fba5b642d1e2f01,67fecb3ede31a76593440504,68027a65fa625dadd24bb1c2,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
253,4/18/25 9:41,R_7HmZrAOTujw7Gfe,"1,18,19,22","1,12,13,14,18,19","1,13,18,19,22","1,6,10,13,18,19,20,22",2,I think the app user should be made aware of what type of information is being collected while using the app.,They will have to come up with new sneaky ways to get the information they really want without directly going against the regulations.,Colorado,,5,1,,2,1,,5,,5e5553e6bcdb1e55a43c78f7,67fecb3ede31a76593440504,68027fba8e996147153d9e5a,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
1316,4/18/25 9:42,R_5ExSH7cEh1OzplC,"1,4,6,12,22","1,4,13,20","1,7,12,20,21","2,7,12,22",1,"For privacy protection, to limit unnecessary data collection, reducing risks of breaches and misuse.","App developers would need to audit data practices, to identify and eliminate non-essential data collection",Arizona,"5,6,7,44,46",3,1,,2,1,,2,,67d503a1f5d3b03aa99b8d9e,67fecb3ede31a76593440504,68027bad3380bf87c2bc92c2,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
536,4/18/25 9:42,R_6pwKDBgEP0bDuRb,"22,23","12,20","12,21","20,22",2,I believe that customers need to have their right to privacy respected and carefully guarded.,Secure customer information better. Make it harder for hackers to access it.,Colorado,,5,2,,2,1,,1,,6718343c82dda1264ded40d6,67fecb3ede31a76593440504,68027ec8a367d665eae76ce6,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
329,4/18/25 9:42,R_658rphYGfAm06IN,"1,2,3,4,5,6","1,2,3,4,5,6,12,13",13,"1,3,4,5,6,12,18",1,"We get way too many spam calls, texts and emails, if this could by cut down I am for it. Also security is an issue
",Not sure,Mississippi,,4,1,,2,"1,2",,2,,6691bc059b0182b0bdd7d682,67fecb3ede31a76593440504,68027fa1ad8c0f58c2b65acc,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
324,4/18/25 9:42,R_7oaSBI9tlauGIGL,"1,2,3,10","1,2,3,12,13,21","1,7,12,13,14,21","1,2,3,20,22,23",1,It should only be necessary to collect for is needed for a given purpose and nothing more.,They will have to collect less information than they currently are.,New Jersey,,4,2,,2,1,,1,,67d09ba717ec412519ebf44b,67fecb3ede31a76593440504,68027fb01d7f4f2f2164e387,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
550,4/18/25 9:42,R_7EtUFrg2eguX5Qw,,"12,13,20,23",,"20,22,23",1,I think that collected data should be limited to least evasive information necessary to utilize the site to shop or purchase from them. ,Stop tracking and sharing every aspect of the consumer's use of their website.,Texas,,5,1,,1,1,,2,,62a74fec726aac54b9e43d75,67fecb3ede31a76593440504,68027ee15361eebe26f8947e,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
980,4/18/25 9:42,R_6Jxy7lbMeSFtT9v,"20,21,23","3,6,7,12,13,18,20,21,23","12,13,20,21","7,12,13,20,21,22,23",1,thiswill ensure privacy of the consumer and also promote security,minimize the amountof exposure they have on consumer's data,Mississippi,"5,6,7,8,9,14,15,17,20,23,26,27,29,30,37,42,43,44,46",3,2,,2,2,,1,,67d71b625a501c1ff9bc9e9b,67fecb3ede31a76593440504,68027d193483a1bfc061d79b,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
1541,4/18/25 9:43,R_5DorNRlvhlVnfZ8,"1,2,3,4,10,13,15,16,18,19,21,22,23","1,2,3,4,6,8,12,14,15,18,19,20,23","3,4,6,13,14,15,19,21,23","1,2,3,4,6,7,8,10,12,14,16,18,19,21,22",2,I feel personal data collection should be reduced because not all information about a person is necessary for the app or site.,App developers should focus more on developing apps that serves its purpose.,Indiana,"5,7,44",5,1,,2,1,,2,,67cf70ec9741a100ffc7f570,67fecb3ede31a76593440504,68027ad6bbf5e6bcbac9d3df,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
1098,4/18/25 9:43,R_6xISd5u6a3Vy7qH,"1,2,3,4,5,6","1,3,4,5,6","1,2,3,4,6,9","1,2,3,4,5,6,22",2,No comment,no comment,Texas,43,3,1,,2,2,,2,,67e0fcebfb4fc7cc40d15ba5,67fecb3ede31a76593440504,68027ac4850a1e799c50a830,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
1188,4/18/25 9:43,R_1HD9IpO1ndIdKIV,"1,4,13,15,16,17,18","1,2,3,15,16,17,18,19,20,21","1,15,16,17,18,20,21,23","1,2,3,12,13,14,18,19,20,23",2,I agree because collecting only the data we really need helps protect people’s privacy and keeps their information safer.,"App developers will need to change how they collect and store data by only asking for the information that is truly necessary for the app to work, and removing or avoiding anything extra.",texas,"5,6,7,20,45",5,1,,2,1,,1,,67a3890181c6b3b8c23e8e44,67fecb3ede31a76593440504,68027c837203bf5b2c3cf476,California,to a purpose that consumers would reasonably expect.,game,Roblox
1327,4/18/25 9:44,R_6v7FoKVOg0UFlgi,"1,7,12,13,17,18,20,21,22,23","1,7,12,13,17,18,20,21,22,23","13,17,20,21,22,23","1,7,12,13,17,18,19,20,21,22,23",1,"Enhanced privacy protection for individuals by limiting the amount of personal data collected and store .
Reduced risk of data breaches and cyber attacks
",Implementing data deletion policies to remove unnecessary data and limiting data sharing and third-party access,Arkansas,"5,6,43",5,2,,2,1,,3,,67f19892ade3b552f3fbb694,67fecb3ede31a76593440504,68027a5e9962c3c907847536,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
1175,4/18/25 9:45,R_6rZEPHqlhUJDzbp,22,"12,13,20","7,13,20","1,3,6,8,10,12,13,18,20,22,23",1,Data minimization regulation should be enacted to prevent fraud and sensitive data exploitation.,No changes,New York,"5,6,46",4,2,,2,1,,1,,67e188720841b364cd463eaa,67fecb3ede31a76593440504,68027ce5777320d4efa3042f,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
1100,4/18/25 9:45,R_3dLwUJYzdkUYa8q,"1,2,4,6,8,17,20,21,23","1,13,14,17,18","1,2,4,8,12,13,14,17,19,21","1,3,4,5,6,8,15,16,17",1,Because data minimization is very important for protecting user privacy and to ensure that companies collect only the information needed to provide their services while minimizing the risk of misuse of personal data. This regulation helps to maintain a good balance between the functionality and privacy to support both consumer rights and business objectives in a responsible manner,App developers will likely need to reduce or limit data collection to only what is essential for functionality and user experience and ensure better transparency about data usage.,New Jersey,5,3,1,,2,2,,2,,67e0a2c6f09b24ae40333489,67fecb3ede31a76593440504,68027d1f71aa7af71146e779,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
538,4/18/25 9:45,R_6erEaQDogWLhpWn,"1,4,6,8,17,20,21,23","1,13,17,20","1,4,19,20","1,13,20,21,22,23",1,"In my opinion, the less data that is available, the better so that people are less likely to be identified in some manner that is not the intended use. ","App developers may have to focus on only tracking certain types of data that don’t personally identify a person, which may be common currently. ",New York,"5,13,21,29,30,32",1,1,,2,"1,6",Guyanese Indian,2,,6500a84f0a4f87687fa51a20,67fecb3ede31a76593440504,68027f7ace404391f9c60b14,Procedural,to a purpose they disclose to the consumer.,game,Roblox
603,4/18/25 9:45,R_7xjqj16u3jZ41ix,"1,2,4,6,7,10,16,17,22,23","1,12,13,17,20","1,2,4,6,7,12,13,17,20,21","1,2,7,12,13,17,18,20,22,23",2,I think this kind of rule should be put in place because it supports good data handling and protects people's privacy.,Developers will need clear policies and automated processes for deleting data that is no longer required.,North Carolina,"5,22,23,32,44",2,1,,2,1,,6,,650b03136ab3d4c832d98b71,67fecb3ede31a76593440504,68027f46ddc887f84e60d943,California,to a purpose that consumers would reasonably expect.,game,Roblox
1769,4/18/25 9:45,R_5PjHzi3rSvs8UBr,"1,2,18,20,21,22,23","1,20,21,22,23","1,20,21,22,23","1,18,20,21,22,23",1,"There is no reason that any company should have access to so much personal information about people, just how the app functions.",use the accessible information to improve in more innovative ways without relying on what is easy,Utah,,3,2,,2,1,,5,,67ac35916a70bf9561dca1c9,67fecb3ede31a76593440504,68027ab8f8452b349c39734b,California,to a purpose that consumers would reasonably expect.,finance,Venmo
435,4/18/25 9:45,R_6qluHmLMNbXcDrM,"1,2,18,20,23","15,16,20","1,3,4,15,16,18","18,20,23",3,Because I don't think you need to give too much personal data,Stop asking so many personal info questions,Pennsylvania,"5,9,11,30,32,38",4,2,,2,"1,4",,3,,66fbf7c64e20a027558cfa99,67fecb3ede31a76593440504,68027ffd08b2e1f9c5af60fe,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
1482,4/18/25 9:46,R_5pAHV0hjHlJ26vN,,13,"13,20,21",,1,I believe the data minimization regulation should be enacted because it protects users’ privacy and ensures that companies only collect data necessary for providing their services. This helps prevent misuse or overcollection of personal data.,"App developers may need to audit their data practices, reduce unnecessary data collection, and revise their privacy policies. They might also need to implement better consent mechanisms and build more transparent data-use systems to comply with the regulation.

",Washington,"5,6,7,37,43,44,46",5,2,,2,1,,1,,67e7ff1ef81c52ec2bf98f85,67fecb3ede31a76593440504,68027ab433f10dc0288503e6,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
584,4/18/25 9:46,R_3irIvyOtyrxGB91,"1,2,3,4","1,2,3,4","1,2,3,4",1,1,Because people need privacy not to lose there own data.,To add cyber security option.,MICHIGAN,"1,17,22",3,1,,2,2,,5,,67d23f1e530b8e94f8c51889,67fecb3ede31a76593440504,68027f843a1dc81c6d3d9def,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
1613,4/18/25 9:47,R_6TD0X8Qgnzz5NyF,"1,2,3,4,6,7,18,22,23","1,4,7,13,17,20,21","1,2,4,7,13,17,20,21","1,2,13,17,18,20,22,23",1,"Since the data minimization rule supports fundamental principles of user privacy, trust, and safety, I chose ""Strongly agree."" This is especially true for platforms like game apps, where users may include minors, teenagers, or people who aren't always fully aware of what data is being collected.","App developers, particularly those working on intricate platforms like Roblox, will need to implement a number of significant organizational and technical adjustments in order to comply with a data minimization regulation.",Mississippi,"5,6,14,37,40,43,44,46",4,1,,2,1,,6,,67d86e503b95f7670d0fe28f,67fecb3ede31a76593440504,68027bbd359fae7ad9791b23,California,to a purpose that consumers would reasonably expect.,game,Roblox
386,4/18/25 9:47,R_3CBYvQn2gGhthev,"18,22,23","1,3,4,7,13,14,17,20,21,23","4,6,9,19","12,13,14,20,21,22,23",1,I feel there should be a limit to information given for privacy of users and their security.,"Reduce the amount of information requested, stop background app data collection, and no location function enabling for security.",Pennsylvania,"5,6,7,17,20,32,43,44,46",4,1,,2,1,,2,,67c7a6fda9b53b99969ed509,67fecb3ede31a76593440504,68028090b10184e29cf9a4f4,California,to a purpose that consumers would reasonably expect.,game,Roblox
542,4/18/25 9:49,R_3XnyPJQQExzWgP7,"5,6,7,8,15,20","5,6,7,8,15",13,"2,5,6,7,8",2,It's mandatory for this,None,Louisiana,18,2,1,,2,3,,3,,6775d7c7d7f566a72204c76f,67fecb3ede31a76593440504,680280623583db343be091b2,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
1450,4/18/25 9:52,R_3rpFxbY2cjFHrBi,"1,2,8,10,12,22","13,15,16,17","1,10,15,16,17","1,10,12,16,17,18,23",1,I believe data minimization regulations should enacted to enable consumers have a free mind purchasing these apps.,Developers should stop requesting for identifiable information.,Texas,,4,1,,2,1,,1,,671fca7287fb225453006af0,67fecb3ede31a76593440504,68027b6b679fc016fe912426,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
2418,4/18/25 9:52,R_30w0YryBbiFiGhY,"4,9,11,12,15,17,18,22,26","3,5,8,12,15,16,17,20,23,25","2,3,10,11,12,15,16,17,18,21,22,26","3,4,11,12,17,18,20,21,22",2,"Yeah, if too much data is being collected, users might be skeptical about data they'll be providing due tro data leak",Collect minimal data safe for the user's privacy,California,5,4,2,,2,1,,2,,67709b0a96dcc9c2a7b0a06e,67fecb3ede31a76593440504,680279d5529c1de3f591aedd,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
1139,4/18/25 9:53,R_1Lheh8RWqLkwqxe,"1,2,3,4,6,9,10,15,16,18,22,23,25","1,2,13,20,21","1,2,7,20,21","1,2,13,20,22,23",1,Based on my understanding this principal aligns with the idea of respecting individuals digital space and limiting the potential for misuse. ,"Transparency, Data inventory, Data retention policies and regular audits",Texas,"5,6,17,23,26,30,42,43,46,47",1,2,,2,1,,2,,67dad66fd659797310deb87f,67fecb3ede31a76593440504,68027dc6b4b06c38c2c45fe1,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
2332,4/18/25 9:53,R_5wRIX68P4McZbFs,"20,22,23","13,21","18,20,21,23","20,22,23",2,I do think there should be a limit what data they collect from their consumers ,They should let their consumers know what data they are collecting and be more careful and tighten up what data they are trying to collect.,TX,"5,20,46",2,2,,2,1,,5,,5be4c8d0d4079000014c0998,67fecb3ede31a76593440504,68027a6e4f46e1dbe551cc99,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
1945,4/18/25 9:54,R_5ygAq4aCqDufRvP,"1,3,4,5,6,8,10,18,23","3,4,8,12,18,20,21,23","12,13,14,20,21,23","13,14,20,23",2,I agree for the regulation of data minimization to be enacted because it is very risky to share personal and sensitive data to organizations.,Developers complying to this regulation will reduce the rate of Freud.,California,,4,1,,2,1,,1,,67e1cbba03e8e106c4823742,67fecb3ede31a76593440504,68027a685b13b141b051cb0d,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
424,4/18/25 9:54,R_3yfkJ80XvGoIbTX,"1,10,13,22","1,2,7,13,14,17,18,22","1,8,13,14,17,20,21","1,7,12,13,14,17,20,21,22",1,Why volunteer more information than what's needed?,They'd have to be additionally aware what kind of info they are pulling from users. ,Oregon,"5,6,13,29,32,37",4,1,,2,4,,2,,66ea6bd034571ff4a00f2171,67fecb3ede31a76593440504,68028225da69fb605eae3327,California,to a purpose that consumers would reasonably expect.,finance,Venmo
1992,4/18/25 9:55,R_3D0sCcH20Y0Bufv,"2,4,25","2,15,17,25","10,12,15,20","13,20,21,22",5,provided the regulation is implemented thoughtfully and pragmatically .,"app developers would need to overhaul their approach to data, prioritizing privacy, first design, strict data governance and user transparency .",Michigan,"5,37,42,46",1,1,,2,1,,2,,678e5caae9c26b68d7db8a40,67fecb3ede31a76593440504,68027c1c5a39369b9b71106d,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
927,4/18/25 9:57,R_7yH1PfsICb8j5a9,,"13,14,24,26","4,12,13,14,18,20","12,13,24,26",2,"I believe this strongly because data minimization regulation is very important to protect the personal data of millions of users. Even with the precaustions however, data can still be misused. ",They will have to come to an agreement and have the users involved in what data they are willing to share . Or some places have an option to pot out of sharing data entirely. ,CA,30,2,2,,2,7,,2,,65ad37a40d19c949e9421f45,67fecb3ede31a76593440504,68027e500d2453cfaf2b3891,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
2624,4/18/25 9:57,R_1YsO7iV1OISAw1j,"1,5,6,10,20","1,15,19,20,21","1,4,7,20,21","1,7,20,22,23",1,"The described data minimization regulation should receive immediate implementation according to my strong approval. This approach transforms how technology gets balanced with protection of privacy rights into a vital development. The regulation establishes necessary protection from excessive collection by forcing companies to gather only data essential for disclosed purposes which operates as a fundamental framework in the current digital environment.
Such regulatory measures produce diverse advantages for their implementation. The updated framework enables consumers to avoid having their several activities automatically transformed into persistent data records. Every user should be able to use a shopping app without forfeiting medical data base or continually exposing their exact movement patterns or contact relations to maintain platform access. This restriction for businesses leads to clear rules about compliance and reduced exposure to liability since businesses cannot misuse data which they cannot obtain.","The data compliance requirements force developers to establish new fundamental approaches to their data management systems. Moving to purpose-driven data architecture represents the biggest data transformation that must occur. This means:
uckland-based data analysis allows developers to identify and remove data collection points that lack essential value.
Strong consent systems should establish direct links between particular data collections and particular application functions.

The redesign of system functions will employ minimum data storage methods by using local data processing rather than cloud storage solutions whenever possible.

Researchers need to create analytics procedures which both defend privacy or individual data yet continue to provide useful results.
The establishment of new privacy standards would lead to improved development of solutions for enhanced privacy protection. The integration of federated learning and differential privacy and zero-knowledge proof methods would continue to increase as they enable customized services free from central data centers.
User trust increases together with regulatory safety alongside long-term gains that exceed the temporary inconvenience of adaptation. Data minimization represents the essential step of imposing structure upon practices which have become out of control. Data minimization operates in the same way as environmental regulations because it demands tech companies to reduce their excessive data handling which produces advantages for all stakeholders.",Washington,"5,6,7,43,46",1,2,,,1,,2,,67e7fcbcb8c48b65afaa9ad4,67fecb3ede31a76593440504,68027a2a8d0528f7f3151176,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
369,4/18/25 9:58,R_52n9UOlCQCPtdfM,"18,22,23","5,8,13,15,20,21","12,13,20,21",22,1,"Companies are mostly using data to create algorithms and show advertisements to users to they are more tempted to use the app, but I think there are other ways they can do this without using sensitive data.",Stop using personal data and use in app data instead.,IL,5,2,2,,2,4,,2,,67450bce7a49cb1c784dcc2b,67fecb3ede31a76593440504,680283558c9142f01c0e31f6,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
